source,market,keyword,signal_name,signal_type,product_name,brand,price,rank,url,observed_at
youtube,global,alpine women clothing,Top video: 'Discover the Alpinestars Tech-Air Off-Road System | FortaMoto.com',social,N/A,FortaMoto,N/A,N/A,https://www.youtube.com/watch?v=ePsIzPS9Hn8,2026-06-19T12:27:28Z
youtube,global,women waterproof jacket Switzerland,Top video: 'Amazing waterproof Jacket for Everyone 😲😲 #shorts #gadgets #shortvideo',social,N/A,Rajesh k Review ,N/A,N/A,https://www.youtube.com/watch?v=mt4c2xXNcJA,2026-06-19T12:27:29Z
youtube,global,women waterproof jacket Switzerland,Top video: '$20 Frogg Toggs Rain Jacket vs. $200 Patagonia Rain Jacket!',social,N/A,Miranda Goes Outside!!,N/A,N/A,https://www.youtube.com/watch?v=t0kT5AbRWCk,2026-06-19T12:27:29Z
youtube,global,women waterproof jacket Switzerland,Top video: 'Hiking Gear I Wish I Didn&#39;t Buy (&amp; What I Wish I Got Instead): Rain Jackets',social,N/A,Ground Up Adventures,N/A,N/A,https://www.youtube.com/watch?v=_4WrWHqrG90,2026-06-19T12:27:29Z
youtube,global,women waterproof jacket Switzerland,"Top video: 'How To Pack For Switzerland in All 4 Seasons | Free Packing List, Tips &amp; Product Recommendations'",social,N/A,Aplins in the Alps,N/A,N/A,https://www.youtube.com/watch?v=n-U_Nr56n9U,2026-06-19T12:27:29Z
youtube,global,women waterproof jacket Switzerland,"Top video: 'Best Rain Jacket for Travel in the Spring, Summer or Fall'",social,N/A,Travel Tips by Laurie,N/A,N/A,https://www.youtube.com/watch?v=Tgd74yuvqwU,2026-06-19T12:27:29Z
youtube,global,outdoor women layers budget,Top video: 'The Truth About Expensive Winter Gear',social,N/A,MyLifeOutdoors,N/A,N/A,https://www.youtube.com/watch?v=LnjPWDdMoLg,2026-06-19T12:27:29Z
youtube,global,outdoor women layers budget,Top video: 'Choose Your Base Layers Carefully (The Truth About Base Layer Marketing)',social,N/A,Playing with Sticks,N/A,N/A,https://www.youtube.com/watch?v=7SX1FvhemTw,2026-06-19T12:27:29Z
youtube,global,outdoor women layers budget,Top video: 'How To Fill Raised Garden Beds For Cheap! #gardening #diyprojects #diygarden #gardendesign',social,N/A,Dani Lyn Design,N/A,N/A,https://www.youtube.com/watch?v=ZojE6UySIc0,2026-06-19T12:27:29Z
youtube,global,outdoor women layers budget,Top video: 'I Went Backpacking with ONLY Budget Gear From Walmart!',social,N/A,Miranda Goes Outside!!,N/A,N/A,https://www.youtube.com/watch?v=qBDU0dMGdOE,2026-06-19T12:27:29Z
youtube,global,outdoor women layers budget,Top video: 'Stop Wasting Your Money on Down Jackets',social,N/A,Justin Outdoors,N/A,N/A,https://www.youtube.com/watch?v=JDCvbSBPuEc,2026-06-19T12:27:29Z
youtube,global,running,Top video: 'Kate Bush - Running Up That Hill - Official Music Video',social,N/A,KateBushMusic,N/A,N/A,https://www.youtube.com/watch?v=wp43OdtAAkM,2026-06-19T12:27:29Z
youtube,global,running,Top video: 'Running With Bigger And Bigger Feastables',social,N/A,MrBeast,N/A,N/A,https://www.youtube.com/watch?v=AydS-vA3qa4,2026-06-19T12:27:29Z
youtube,global,running,Top video: 'Running With Bigger And Bigger Lunchlys',social,N/A,MrBeast,N/A,N/A,https://www.youtube.com/watch?v=nbzQdlWrcnk,2026-06-19T12:27:29Z
youtube,global,running,Top video: 'Cameraman Runs Faster Than The Athletes Again!',social,N/A,Jumpers Junction,N/A,N/A,https://www.youtube.com/watch?v=HIZ6lPdxE-c,2026-06-19T12:27:29Z
youtube,global,running,Top video: 'Cameraman Runs Faster Than The Athletes!',social,N/A,Jumpers Junction,N/A,N/A,https://www.youtube.com/watch?v=VJT_2J_-kf4,2026-06-19T12:27:29Z
youtube,global,backpack,Top video: '🦆 Five Little Ducks 🦆- LooLoo Kids Nursery Rhymes &amp; Kids Songs',social,N/A,LooLoo Kids - Nursery Rhymes and Children's Songs,N/A,N/A,https://www.youtube.com/watch?v=-ccCPcujnys,2026-06-19T12:27:30Z
youtube,global,backpack,Top video: 'ชาติ สุชาติ - การเดินทาง (Backpack) [Official MV]',social,N/A,Whattheduck,N/A,N/A,https://www.youtube.com/watch?v=Jy35oa5oFoY,2026-06-19T12:27:30Z
youtube,global,backpack,Top video: 'Cars 3 Lightning McQueen Backpack for Kids',social,N/A,Kidibli (Kinder Spielzeug Kanal),N/A,N/A,https://www.youtube.com/watch?v=vGYPbCFILEI,2026-06-19T12:27:30Z
youtube,global,backpack,Top video: 'Backpack Switch-up | Ellie &amp; Andrea&#39;s Race to Swap Back &amp; Play Surprise Challenges',social,N/A,Toys and Colors,N/A,N/A,https://www.youtube.com/watch?v=gcEThauafu8,2026-06-19T12:27:30Z
youtube,global,backpack,Top video: 'Get yours here👆or👉vackspace.com #travel #vacationmode #backpack',social,N/A,Vackspace,N/A,N/A,https://www.youtube.com/watch?v=YVuLCAbybeY,2026-06-19T12:27:30Z
youtube,global,kiprun,Top video: 'CUANDO UNA ZAPATILLA DE RUNNING ES ILEGAL? | Valentí Sanjuan #shorts',social,N/A,Valentí Sanjuan,N/A,N/A,https://www.youtube.com/watch?v=Pt3cWdhIgcs,2026-06-19T12:27:30Z
youtube,global,kiprun,Top video: '42 HOUSE KENYA : Where The Journey Begins | KIPRUN',social,N/A,KIPRUN,N/A,N/A,https://www.youtube.com/watch?v=YdfmBe4u6tQ,2026-06-19T12:27:30Z
youtube,global,kiprun,Top video: 'KIPRUN KD900X LAB 🤯 New running shoes 💪 #running #shoes #sport',social,N/A,The Fashion Jogger,N/A,N/A,https://www.youtube.com/watch?v=84Bwm2df0Xo,2026-06-19T12:27:30Z
youtube,global,kiprun,Top video: 'paul chelimo #kiprun #trackandfield',social,N/A,RunCulture,N/A,N/A,https://www.youtube.com/watch?v=cfz6GpD5FpE,2026-06-19T12:27:30Z
youtube,global,kiprun,Top video: 'Mon équipement Kiprun pour le 55km de l’OCC lors de l’UTMB 💜🖤 #courir #trailrunning',social,N/A,Coursptitetomate,N/A,N/A,https://www.youtube.com/watch?v=NM-3wDZ4tys,2026-06-19T12:27:30Z
youtube,global,shoes,Top video: 'Put On Your Shoes | Clothing and Routines Song for Kids | Super Simple Songs',social,N/A,Super Simple Songs - Kids Songs,N/A,N/A,https://www.youtube.com/watch?v=-jBfb33_KHU,2026-06-19T12:27:31Z
youtube,global,shoes,Top video: 'Put On Your Shoes Let’s Go Song | Emma Clothing Sing-Along Nursery Rhymes Kids Song',social,N/A,ToysPlay,N/A,N/A,https://www.youtube.com/watch?v=YSoGPslg2Vc,2026-06-19T12:27:31Z
youtube,global,shoes,Top video: 'Diana wears Mom&#39;s shoes',social,N/A,✿ Kids Diana Show,N/A,N/A,https://www.youtube.com/watch?v=fhGfODe4mrA,2026-06-19T12:27:31Z
youtube,global,shoes,Top video: 'Put On Your Shoes + More | Kids Songs Collection | Super Simple Songs',social,N/A,Super Simple Songs - Kids Songs,N/A,N/A,https://www.youtube.com/watch?v=Hf6oXuf7VbA,2026-06-19T12:27:31Z
youtube,global,shoes,Top video: 'Indestructible shoes',social,N/A,_vector_,N/A,N/A,https://www.youtube.com/watch?v=_R5FOhj_TsI,2026-06-19T12:27:31Z
tiktok_mock,global,#swissoutdoor,"#swissoutdoor surge +171.6% (6,088,829 views) [simulated]",social,N/A,@trailmaven,N/A,6088829,https://www.tiktok.com/tag/swissoutdoor,2026-06-19T12:27:31Z
tiktok_mock,global,#womenshiking,"#womenshiking surge +28.6% (2,866,946 views) [simulated]",social,N/A,@trailmaven,N/A,2866946,https://www.tiktok.com/tag/womenshiking,2026-06-19T12:27:31Z
tiktok_mock,global,#alpinewomen,"#alpinewomen surge +91.1% (7,641,444 views) [simulated]",social,N/A,@trailmaven,N/A,7641444,https://www.tiktok.com/tag/alpinewomen,2026-06-19T12:27:31Z
tiktok_mock,global,#outdoorwomen,"#outdoorwomen surge +168.1% (3,461,236 views) [simulated]",social,N/A,@summitscout,N/A,3461236,https://www.tiktok.com/tag/outdoorwomen,2026-06-19T12:27:31Z
tiktok_mock,global,#hikingCH,"#hikingCH surge +84.0% (4,498,407 views) [simulated]",social,N/A,@trailmaven,N/A,4498407,https://www.tiktok.com/tag/hikingCH,2026-06-19T12:27:31Z
open_meteo,CH,temperature anomaly,Zürich: 33.6°C vs 23.3°C avg (10.3°C anomaly),api,N/A,N/A,N/A,10.3,https://open-meteo.com/en/docs?latitude=47.3769&longitude=8.5417,2026-06-19T12:27:32Z
open_meteo,CH,temperature anomaly,St. Moritz: 19.7°C vs 13.4°C avg (6.3°C anomaly),api,N/A,N/A,N/A,6.3,https://open-meteo.com/en/docs?latitude=46.4908&longitude=9.8355,2026-06-19T12:27:33Z
open_meteo,CH,temperature anomaly,Zermatt: 24.3°C vs 14.5°C avg (9.8°C anomaly),api,N/A,N/A,N/A,9.8,https://open-meteo.com/en/docs?latitude=46.0207&longitude=7.7491,2026-06-19T12:27:38Z
open_meteo_uv_aqi,CH,uv and air quality,"UV index 6.7, European AQI None",api,N/A,N/A,N/A,6.7,https://open-meteo.com/en/docs?latitude=47.3769&longitude=8.5417,2026-06-19T12:27:38Z
nager_date,CH,public holiday,Upcoming holiday: Peter und Paul (2026-06-29),api,N/A,N/A,N/A,N/A,https://date.nager.at/,2026-06-19T12:27:38Z
exchangerate_host,CH,currency rates,FX context (CHF base): ,api,N/A,N/A,N/A,N/A,https://exchangerate.host/,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,Lightweight and Extremely Affordable: Malone LiftLine Compact Ski and Snowboard Carrier Review,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/winter/skiing/malone-liftline-compact-ski-snowboard-rack-review,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,The 7 Best Hut-to-Hut Hikes Around the World,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/outdoor/7-best-hut-to-hut-hikes-around-world,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,The Only Women’s Outdoor Pants I Wear: prAna Halle Pants Review,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/apparel/prana-halle-pants-review,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,‘Pool Diver’ Watch Is a Beach Bum in All the Best Ways,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/technology/christopher-ward-pool-diver-watch,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,"Save Big on YETI, HOKA, Traeger, and More",web,N/A,N/A,N/A,N/A,https://gearjunkie.com/deals/weekly-deals-6-18-26,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,GoPro MISSION 1: A New Generation of Compact Camera,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/technology/gopro-mission-1-new-generation-compact-camera,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,Strava Data Shows Mountain Lions Take ‘Proactive Steps’ to Avoid People,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/outdoor/strava-data-mountain-lions-avoid-people,2026-06-19T12:27:39Z
gearjunkie_rss,US,Swiss outdoor Women publication,Chaos Meets Craft: GiantMouse Knives Teams Up With ‘Jackass’ Star for Latest EDC,web,N/A,N/A,N/A,N/A,https://gearjunkie.com/knives/giantmouse-knives-teams-up-with-chris-pontius,2026-06-19T12:27:39Z
outside_online_rss,US,Swiss outdoor Women publication,"Yes, You Should Put Bug Spray on Your Dog—But the Wrong Kind Can Be Deadly",web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/outdoor-adventure/environment/safe-bug-spray-for-dogs/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,Overland OGs Share Their Secrets to Thriving Off-Road,web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/outdoor-gear/cars-trucks/overland-ogs-secrets/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,"No Jet Ski, No Problem. What It’s Like to Paddle into a 70-Foot Wave.",web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/outdoor-adventure/water-activities/tikanui-smith-surfing/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,"The Best Budget, Mid-Priced, and Splurgy Backpacking Tents",web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/outdoor-gear/camping/best-budget-mid-splurge-backpacking-tents/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,The Poem That Awed the Outside Summit,web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/culture/essays-culture/the-cathedral-poem-bobby-lefebre/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,Celebrate the Rest of Pride Month with One of These Races,web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/health/training-performance/pride-month-runs/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,"After a String of Tragedies, Rescuers Issue a Stark Warning to Anyone Visiting California Beaches",web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/outdoor-adventure/water-activities/california-historic-swell-ocean-safety-rescue/,2026-06-19T12:27:40Z
outside_online_rss,US,Swiss outdoor Women publication,So You Found a Tick on You. Here’s Exactly What to Do Next.,web,N/A,N/A,N/A,N/A,https://www.outsideonline.com/health/wellness/how-to-remove-a-tick/,2026-06-19T12:27:40Z
bergsteiger_rss_fallback_mock,CH,Swiss outdoor Women publication,Neue Touren im Berner Oberland,web,N/A,N/A,N/A,N/A,https://www.bergsteiger.de/,2026-06-19T12:27:40Z
google_trends_global_momentum_fallback_mock,global,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,15,https://trends.google.com/trends/explore,2026-06-19T12:27:41Z
google_trends_global_momentum_fallback_mock,global,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T12:27:41Z
google_trends_global_momentum_fallback_mock,global,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,12,https://trends.google.com/trends/explore,2026-06-19T12:27:41Z
google_trends_global_momentum_fallback_mock,global,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,17,https://trends.google.com/trends/explore,2026-06-19T12:27:41Z
google_trends_global_momentum_fallback_mock,global,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:41Z
google_trends_CH_momentum_fallback_mock,CH,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T12:27:42Z
google_trends_CH_momentum_fallback_mock,CH,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,7,https://trends.google.com/trends/explore,2026-06-19T12:27:42Z
google_trends_CH_momentum_fallback_mock,CH,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T12:27:42Z
google_trends_CH_momentum_fallback_mock,CH,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T12:27:42Z
google_trends_CH_momentum_fallback_mock,CH,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,0,https://trends.google.com/trends/explore,2026-06-19T12:27:42Z
google_trends_US_momentum_fallback_mock,US,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,11,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_US_momentum_fallback_mock,US,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,20,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_US_momentum_fallback_mock,US,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_US_momentum_fallback_mock,US,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,10,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_US_momentum_fallback_mock,US,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,0,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_JP_momentum_fallback_mock,JP,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_JP_momentum_fallback_mock,JP,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_JP_momentum_fallback_mock,JP,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,22,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_JP_momentum_fallback_mock,JP,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,9,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_JP_momentum_fallback_mock,JP,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,4,https://trends.google.com/trends/explore,2026-06-19T12:27:43Z
google_trends_global_seasonal_fallback_mock,global,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,7,https://trends.google.com/trends/explore,2026-06-19T12:27:44Z
google_trends_global_seasonal_fallback_mock,global,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,24,https://trends.google.com/trends/explore,2026-06-19T12:27:44Z
google_trends_global_seasonal_fallback_mock,global,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,12,https://trends.google.com/trends/explore,2026-06-19T12:27:44Z
google_trends_global_seasonal_fallback_mock,global,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,14,https://trends.google.com/trends/explore,2026-06-19T12:27:44Z
google_trends_global_seasonal_fallback_mock,global,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,10,https://trends.google.com/trends/explore,2026-06-19T12:27:44Z
google_trends_CH_seasonal_fallback_mock,CH,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,4,https://trends.google.com/trends/explore,2026-06-19T12:27:45Z
google_trends_CH_seasonal_fallback_mock,CH,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,-2,https://trends.google.com/trends/explore,2026-06-19T12:27:45Z
google_trends_CH_seasonal_fallback_mock,CH,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:45Z
google_trends_CH_seasonal_fallback_mock,CH,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T12:27:45Z
google_trends_CH_seasonal_fallback_mock,CH,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,20,https://trends.google.com/trends/explore,2026-06-19T12:27:45Z
google_trends_US_seasonal_fallback_mock,US,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,25,https://trends.google.com/trends/explore,2026-06-19T12:27:46Z
google_trends_US_seasonal_fallback_mock,US,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,7,https://trends.google.com/trends/explore,2026-06-19T12:27:46Z
google_trends_US_seasonal_fallback_mock,US,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:46Z
google_trends_US_seasonal_fallback_mock,US,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,10,https://trends.google.com/trends/explore,2026-06-19T12:27:46Z
google_trends_US_seasonal_fallback_mock,US,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T12:27:46Z
google_trends_JP_seasonal_fallback_mock,JP,women's outdoor hiking Switzerland,Search velocity for 'women's outdoor hiking Switzerland' (mock),search,N/A,N/A,N/A,-1,https://trends.google.com/trends/explore,2026-06-19T12:27:47Z
google_trends_JP_seasonal_fallback_mock,JP,Swiss outdoor women apparel,Search velocity for 'Swiss outdoor women apparel' (mock),search,N/A,N/A,N/A,7,https://trends.google.com/trends/explore,2026-06-19T12:27:47Z
google_trends_JP_seasonal_fallback_mock,JP,women trail gear CHF,Search velocity for 'women trail gear CHF' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T12:27:47Z
google_trends_JP_seasonal_fallback_mock,JP,alpine women clothing,Search velocity for 'alpine women clothing' (mock),search,N/A,N/A,N/A,-4,https://trends.google.com/trends/explore,2026-06-19T12:27:47Z
google_trends_JP_seasonal_fallback_mock,JP,women waterproof jacket Switzerland,Search velocity for 'women waterproof jacket Switzerland' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:47Z
google_trends_global_momentum_fallback_mock,global,outdoor women layers budget,Search velocity for 'outdoor women layers budget' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T12:27:48Z
google_trends_global_momentum_fallback_mock,global,running,Search velocity for 'running' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:48Z
google_trends_global_momentum_fallback_mock,global,backpack,Search velocity for 'backpack' (mock),search,N/A,N/A,N/A,7,https://trends.google.com/trends/explore,2026-06-19T12:27:48Z
google_trends_global_momentum_fallback_mock,global,kiprun,Search velocity for 'kiprun' (mock),search,N/A,N/A,N/A,16,https://trends.google.com/trends/explore,2026-06-19T12:27:48Z
google_trends_global_momentum_fallback_mock,global,shoes,Search velocity for 'shoes' (mock),search,N/A,N/A,N/A,24,https://trends.google.com/trends/explore,2026-06-19T12:27:48Z
google_trends_CH_momentum_fallback_mock,CH,outdoor women layers budget,Search velocity for 'outdoor women layers budget' (mock),search,N/A,N/A,N/A,13,https://trends.google.com/trends/explore,2026-06-19T12:27:49Z
google_trends_CH_momentum_fallback_mock,CH,running,Search velocity for 'running' (mock),search,N/A,N/A,N/A,10,https://trends.google.com/trends/explore,2026-06-19T12:27:49Z
google_trends_CH_momentum_fallback_mock,CH,backpack,Search velocity for 'backpack' (mock),search,N/A,N/A,N/A,11,https://trends.google.com/trends/explore,2026-06-19T12:27:49Z
google_trends_CH_momentum_fallback_mock,CH,kiprun,Search velocity for 'kiprun' (mock),search,N/A,N/A,N/A,22,https://trends.google.com/trends/explore,2026-06-19T12:27:49Z
google_trends_CH_momentum_fallback_mock,CH,shoes,Search velocity for 'shoes' (mock),search,N/A,N/A,N/A,3,https://trends.google.com/trends/explore,2026-06-19T12:27:49Z
google_trends_US_momentum_fallback_mock,US,outdoor women layers budget,Search velocity for 'outdoor women layers budget' (mock),search,N/A,N/A,N/A,-4,https://trends.google.com/trends/explore,2026-06-19T12:27:50Z
google_trends_US_momentum_fallback_mock,US,running,Search velocity for 'running' (mock),search,N/A,N/A,N/A,8,https://trends.google.com/trends/explore,2026-06-19T12:27:50Z
google_trends_US_momentum_fallback_mock,US,backpack,Search velocity for 'backpack' (mock),search,N/A,N/A,N/A,10,https://trends.google.com/trends/explore,2026-06-19T12:27:50Z
google_trends_US_momentum_fallback_mock,US,kiprun,Search velocity for 'kiprun' (mock),search,N/A,N/A,N/A,15,https://trends.google.com/trends/explore,2026-06-19T12:27:50Z
google_trends_US_momentum_fallback_mock,US,shoes,Search velocity for 'shoes' (mock),search,N/A,N/A,N/A,24,https://trends.google.com/trends/explore,2026-06-19T12:27:50Z
google_trends_JP_momentum_fallback_mock,JP,outdoor women layers budget,Search velocity for 'outdoor women layers budget' (mock),search,N/A,N/A,N/A,23,https://trends.google.com/trends/explore,2026-06-19T12:27:51Z
