source,market,keyword,signal_name,signal_type,product_name,brand,price,rank,url,observed_at
google_trends_JP_seasonal,JP,running,Search velocity (seasonal) for 'running',search,N/A,N/A,N/A,6.5,https://trends.google.com/trends/explore?q=running&geo=JP,2026-06-19T13:03:23Z
google_trends_JP_momentum,JP,gorpcore,Search velocity (momentum) for 'gorpcore',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=gorpcore&geo=JP,2026-06-19T13:03:23Z
google_trends_JP_momentum,JP,trail running packs,Search velocity (momentum) for 'trail running packs',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=trail running packs&geo=JP,2026-06-19T13:03:23Z
google_trends_JP_momentum,JP,fastpacking,Search velocity (momentum) for 'fastpacking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=fastpacking&geo=JP,2026-06-19T13:03:23Z
google_trends_JP_momentum,JP,ultralight hiking,Search velocity (momentum) for 'ultralight hiking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=ultralight hiking&geo=JP,2026-06-19T13:03:23Z
google_trends_JP_momentum,JP,running,Search velocity (momentum) for 'running',search,N/A,N/A,N/A,-53.0,https://trends.google.com/trends/explore?q=running&geo=JP,2026-06-19T13:03:23Z
google_trends_US_seasonal,US,gorpcore,Search velocity (seasonal) for 'gorpcore',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=gorpcore&geo=US,2026-06-19T13:03:23Z
google_trends_US_seasonal,US,trail running packs,Search velocity (seasonal) for 'trail running packs',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=trail running packs&geo=US,2026-06-19T13:03:23Z
google_trends_US_seasonal,US,fastpacking,Search velocity (seasonal) for 'fastpacking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=fastpacking&geo=US,2026-06-19T13:03:23Z
google_trends_US_seasonal,US,ultralight hiking,Search velocity (seasonal) for 'ultralight hiking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=ultralight hiking&geo=US,2026-06-19T13:03:23Z
google_trends_US_seasonal,US,running,Search velocity (seasonal) for 'running',search,N/A,N/A,N/A,24.3,https://trends.google.com/trends/explore?q=running&geo=US,2026-06-19T13:03:23Z
google_trends_US_momentum,US,gorpcore,Search velocity (momentum) for 'gorpcore',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=gorpcore&geo=US,2026-06-19T13:03:23Z
google_trends_US_momentum,US,trail running packs,Search velocity (momentum) for 'trail running packs',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=trail running packs&geo=US,2026-06-19T13:03:23Z
google_trends_US_momentum,US,fastpacking,Search velocity (momentum) for 'fastpacking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=fastpacking&geo=US,2026-06-19T13:03:23Z
google_trends_US_momentum,US,ultralight hiking,Search velocity (momentum) for 'ultralight hiking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=ultralight hiking&geo=US,2026-06-19T13:03:23Z
google_trends_US_momentum,US,running,Search velocity (momentum) for 'running',search,N/A,N/A,N/A,-3.5,https://trends.google.com/trends/explore?q=running&geo=US,2026-06-19T13:03:23Z
google_trends_global_seasonal,global,gorpcore,Search velocity (seasonal) for 'gorpcore',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=gorpcore&geo=,2026-06-19T13:03:23Z
google_trends_global_seasonal,global,trail running packs,Search velocity (seasonal) for 'trail running packs',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=trail running packs&geo=,2026-06-19T13:03:23Z
google_trends_global_seasonal,global,fastpacking,Search velocity (seasonal) for 'fastpacking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=fastpacking&geo=,2026-06-19T13:03:23Z
google_trends_global_seasonal,global,ultralight hiking,Search velocity (seasonal) for 'ultralight hiking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=ultralight hiking&geo=,2026-06-19T13:03:23Z
google_trends_global_seasonal,global,running,Search velocity (seasonal) for 'running',search,N/A,N/A,N/A,19.5,https://trends.google.com/trends/explore?q=running&geo=,2026-06-19T13:03:23Z
google_trends_global_momentum,global,gorpcore,Search velocity (momentum) for 'gorpcore',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=gorpcore&geo=,2026-06-19T13:03:23Z
google_trends_global_momentum,global,trail running packs,Search velocity (momentum) for 'trail running packs',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=trail running packs&geo=,2026-06-19T13:03:23Z
google_trends_global_momentum,global,fastpacking,Search velocity (momentum) for 'fastpacking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=fastpacking&geo=,2026-06-19T13:03:23Z
google_trends_global_momentum,global,ultralight hiking,Search velocity (momentum) for 'ultralight hiking',search,N/A,N/A,N/A,0.0,https://trends.google.com/trends/explore?q=ultralight hiking&geo=,2026-06-19T13:03:23Z
google_trends_global_momentum,global,running,Search velocity (momentum) for 'running',search,N/A,N/A,N/A,-9.0,https://trends.google.com/trends/explore?q=running&geo=,2026-06-19T13:03:23Z
